"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 19 12:33:36 CET 2022","Mon Dec 19 12:33:39 CET 2022","2840","","My example project","","My example project","should change to the page language to spanish","should change to the page language to spanish",""
